15,256,0.482000,
15,288,0.499000,
15,320,0.508000,
15,352,0.514000,
15,384,0.528000,
15,416,0.535000,
15,448,0.765000,
15,480,0.556000,
15,512,0.569000,
16,32,0.415000,
16,64,0.425000,
16,96,0.451000,
16,128,0.462000,
16,160,0.458000,
16,192,0.463000,
16,224,0.482000,
16,256,0.508000,
16,288,0.518000,
16,320,0.519000,
16,352,0.501000,
16,384,0.593000,
16,416,0.522000,
16,448,0.614000,
16,480,0.550000,
16,512,0.532000,
17,32,0.448000,
17,64,0.436000,
17,96,0.445000,
17,128,0.454000,
17,160,0.819000,
17,192,0.488000,
17,224,0.476000,
17,256,0.477000,
17,288,0.491000,
17,320,0.720000,
17,352,0.519000,
17,384,0.542000,
17,416,0.515000,
17,448,0.533000,
17,480,0.552000,
17,512,0.543000,
18,32,0.445000,
18,64,0.434000,
18,96,0.441000,
18,128,0.464000,
18,160,0.464000,
18,192,0.492000,
18,224,0.479000,
18,256,0.482000,
18,288,0.533000,
18,320,0.494000,
18,352,0.531000,
18,384,0.518000,
18,416,0.867000,
18,448,0.564000,
18,480,0.562000,
18,512,0.592000,
19,32,0.423000,
19,64,0.430000,
19,96,0.462000,
19,128,0.453000,
19,160,0.464000,
19,192,0.472000,
19,224,0.481000,
19,256,0.483000,
19,288,0.605000,
19,320,0.816000,
19,352,0.506000,
19,384,0.601000,
19,416,0.713000,
19,448,0.550000,
19,480,0.767000,
19,512,0.736000,
